dataset,model,evaluation_mode,utility,analysis_role,condition,method,method_label,metric,mean,ci95_low,ci95_high,n_users,n_seeds,missing_users
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,shapley_mc,Monte Carlo Shapley,joint_effect_ndcg,0.04026313454225692,0.03460112532004863,0.04616218912973102,1000,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,shapley_mc,Monte Carlo Shapley,abstention,0.0,0.0,0.0,1000,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,shapley_mc,Monte Carlo Shapley,normalized_regret_ndcg,0.26750514280636545,0.22734067874237157,0.3089716679681431,339,5,661
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,shapley_mc,Monte Carlo Shapley,intervention_success_ndcg,0.2742,0.2474,0.302,1000,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,greedy_cf,Greedy counterfactual,joint_effect_ndcg,-0.0015921758701801364,-0.009166841682430924,0.0057464346843785815,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,greedy_cf,Greedy counterfactual,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,greedy_cf,Greedy counterfactual,normalized_regret_ndcg,0.943737817049829,0.7773999491991516,1.134309434449231,60,5,190
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,greedy_cf,Greedy counterfactual,intervention_success_ndcg,0.064,0.036,0.096,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,lime,LIME,joint_effect_ndcg,0.026022112780217783,0.017258495999662737,0.03608188899494712,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,lime,LIME,abstention,0.004,0.0,0.012,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,lime,LIME,normalized_regret_ndcg,0.29658541084393314,0.19257122682964192,0.4082127840397176,60,5,190
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,lime,LIME,intervention_success_ndcg,0.18159999999999998,0.136,0.2304,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,loo,Leave-one-out,joint_effect_ndcg,0.026847447718176928,0.01797599676715288,0.036735201767509114,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,loo,Leave-one-out,abstention,0.004,0.0,0.012,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,loo,Leave-one-out,normalized_regret_ndcg,0.2600738381219016,0.15570951300285304,0.36943119777482053,60,5,190
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,loo,Leave-one-out,intervention_success_ndcg,0.188,0.14,0.236,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,random,Random control,joint_effect_ndcg,0.0009184171844546546,-0.0029619523980562203,0.004720845011847104,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,random,Random control,abstention,0.0008,0.0,0.0024000000000000002,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,random,Random control,normalized_regret_ndcg,0.9597771131706602,0.878947925591375,1.0585818830817018,60,5,190
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,random,Random control,intervention_success_ndcg,0.0456,0.0312,0.06081999999999972,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,shapley_mc,Monte Carlo Shapley,joint_effect_ndcg,0.02641776490417747,0.017320375626992447,0.03618703245702532,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,shapley_mc,Monte Carlo Shapley,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,shapley_mc,Monte Carlo Shapley,normalized_regret_ndcg,0.2738221467441612,0.17713067302553076,0.3784104880231663,60,5,190
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget1,shapley_mc,Monte Carlo Shapley,intervention_success_ndcg,0.1944,0.14639999999999997,0.244,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,greedy_cf,Greedy counterfactual,joint_effect_ndcg,0.009682361723187639,-0.002706852574517227,0.02248032008208909,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,greedy_cf,Greedy counterfactual,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,greedy_cf,Greedy counterfactual,normalized_regret_ndcg,0.7525083736321452,0.43368829641116546,1.1515943243763476,25,5,225
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,greedy_cf,Greedy counterfactual,intervention_success_ndcg,0.152,0.108,0.2,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,lime,LIME,joint_effect_ndcg,0.062037364707879517,0.047089465657658994,0.07773642018900766,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,lime,LIME,abstention,0.004,0.0,0.012,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,lime,LIME,normalized_regret_ndcg,0.08921787146414167,0.0018302996224270102,0.19779133320341027,25,5,225
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,lime,LIME,intervention_success_ndcg,0.34,0.28390000000000004,0.4,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,loo,Leave-one-out,joint_effect_ndcg,0.06146128247234229,0.04685836108925325,0.07656545872013204,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,loo,Leave-one-out,abstention,0.004,0.0,0.012,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,loo,Leave-one-out,normalized_regret_ndcg,0.08921787146414167,0.0018302996224270102,0.19358925378587544,25,5,225
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,loo,Leave-one-out,intervention_success_ndcg,0.34,0.284,0.4,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,random,Random control,joint_effect_ndcg,0.0019053289309760673,-0.003924059829627415,0.007773810830308102,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,random,Random control,abstention,0.0008,0.0,0.0024000000000000002,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,random,Random control,normalized_regret_ndcg,0.9458988088288036,0.7251738817751179,1.2481650169912368,25,5,225
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,random,Random control,intervention_success_ndcg,0.0952,0.0712,0.12079999999999999,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,shapley_mc,Monte Carlo Shapley,joint_effect_ndcg,0.062201802905726675,0.04758977676928969,0.07787482636616942,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,shapley_mc,Monte Carlo Shapley,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,shapley_mc,Monte Carlo Shapley,normalized_regret_ndcg,0.08222975436435505,0.010801020717597214,0.18522917697007868,25,5,225
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,budget3,shapley_mc,Monte Carlo Shapley,intervention_success_ndcg,0.34,0.2824,0.3992,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,greedy_cf,Greedy counterfactual,joint_effect_ndcg,-0.00302882497930052,-0.011934335819745378,0.005985430501455718,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,greedy_cf,Greedy counterfactual,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,greedy_cf,Greedy counterfactual,normalized_regret_ndcg,1.1995197502492403,0.9340727577830493,1.5313282985784586,94,5,156
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,greedy_cf,Greedy counterfactual,intervention_success_ndcg,0.08,0.048,0.116,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,lime,LIME,joint_effect_ndcg,0.05459093370032194,0.04143325842632735,0.06884743685663938,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,lime,LIME,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,lime,LIME,normalized_regret_ndcg,0.15657075931560924,0.0959123932939464,0.22358938770472725,94,5,156
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,lime,LIME,intervention_success_ndcg,0.3344,0.2768,0.39280000000000004,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,loo,Leave-one-out,joint_effect_ndcg,0.05388450100488264,0.04068119008329148,0.06793315585095046,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,loo,Leave-one-out,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,loo,Leave-one-out,normalized_regret_ndcg,0.13732920765370163,0.07481856406039648,0.20549940089883106,94,5,156
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,loo,Leave-one-out,intervention_success_ndcg,0.34,0.284,0.4,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,random,Random control,joint_effect_ndcg,0.005729222594513695,-0.00035648007804661664,0.012139695988484338,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,random,Random control,abstention,0.0008,0.0,0.0024000000000000002,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,random,Random control,normalized_regret_ndcg,1.1430185838031541,0.9729090003648838,1.3424732142265545,94,5,156
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,random,Random control,intervention_success_ndcg,0.09600000000000002,0.072,0.1216,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,shapley_mc,Monte Carlo Shapley,joint_effect_ndcg,0.05472878956155252,0.04139167625285753,0.06922278252851555,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,shapley_mc,Monte Carlo Shapley,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,shapley_mc,Monte Carlo Shapley,normalized_regret_ndcg,0.1653866039719868,0.10236470682472547,0.23671892780736078,94,5,156
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates100,shapley_mc,Monte Carlo Shapley,intervention_success_ndcg,0.332,0.276,0.39039999999999997,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates500,greedy_cf,Greedy counterfactual,joint_effect_ndcg,0.006494436760922591,-0.00041615594392244816,0.014076921067507606,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates500,greedy_cf,Greedy counterfactual,abstention,0.0,0.0,0.0,250,5,0
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates500,greedy_cf,Greedy counterfactual,normalized_regret_ndcg,0.9936715235117232,0.682838937601136,1.4519838170917068,60,5,190
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,candidates500,greedy_cf,Greedy counterfactual,intervention_success_ndcg,0.1,0.064,0.14,250,5,0
